Date,Issuer,Bloomberg Code,Currency,Volume (m),FX rate,USD equivalent,Coupon,Coupon Type,Maturity,Re-Offer,IPT/IPG,Spread,Yield,First Call Date,Moody's,S&P,Fitch,Ranking,Subordinated,Covered,Increase?,Format,NIP,Region,Country,Sector,Category,Bookrunners,Passive Leads,LT eligible?,Stats,Web Articles,Bberg Articles on EMRJ/IGRC,Add. Info,Tier,Green,Sustainable,Sustainability-Linked,Social,Senior Non-Preferred,Senior Preferred,COC,MWC,CUC,HoldCo,OpCo,Deal ID,LEAD1,LEAD2,LEAD3,LEAD4,LEAD5,LEAD6,LEAD7,LEAD8,LEAD9,LEAD10,LEAD11,LEAD12,LEAD13
29-Mar-23,SWEDBANK,ZL9236841 CORP,EUR,1000,1.08433,1080.97,3.125,Fixed,5-Jul-28,99.69,MS+21a,MS+18,3.192%,,Aaa,AAA,NR,IG,No,Yes,No,RegS only,,Western Europe,SWEDEN,Financial,Banking,"HSBC, DB, CA, LBBW, SWBK",,Yes,,,No,MC,,No,No,No,No,No,No,No,No,No,No,No,13621610,HSBC,DEUTSCHE BANK,CREDIT AGRICOLE,LBBW,SWEDBANK,,,,,,,,
29-Mar-23,SUMI MITS TRUST,ZL9237047 CORP,EUR,500,1.08433,542.17,3.629,Fixed,6-Apr-26,100,MS+50a,MS+45,3.629%,,Aaa,NR,NR,IG,No,Yes,No,RegS only,,Japan/Australia/New Zealand,JAPAN,Financial,Banking,"BAR, BNP, GS, UBS, CA, DAIWA",,Yes,,,No,MC,,No,No,No,No,No,No,No,No,No,No,No,13621602,BARCLAYS,BNP PARIBAS,GOLDMAN SACHS,UBS,CREDIT AGRICOLE,DAIWA,,,,,,,
29-Mar-23,WESTPAC BANKING CORPORATION,ZL9239050 CORP,EUR,1250,1.08433,1355.41,3.457,Fixed,4-Apr-25,100,MS+15/17,MS+15,3.457%,,Aaa,NR,AAA,IG,No,Yes,No,RegS only,,Japan/Australia/New Zealand,AUSTRALIA,Financial,Banking,"BAR, BNP, HSBC, WPAC",,Yes,,,No,MC,,No,No,No,No,No,No,No,No,No,No,No,13621579,BARCLAYS,BNP PARIBAS,HSBC,WESTPAC,,,,,,,,,
28-Mar-23,BANK OF MONTREAL,ZL8913606 CORP,EUR,2000,1.08382,2167.14,3.375,Fixed,4-Jul-26,99.977,MS+32a,MS+28,3.386%,,Aaa,NR,AAA,IG,No,Yes,No,RegS only,,North America,CANADA,Financial,Banking,"BNP, HSBC, ING, CMZB, CA, BK MON",,Yes,,,No,MC,,No,No,No,No,No,No,No,No,No,No,No,13621313,BNP PARIBAS,HSBC,ING,COMMERZBANK,CREDIT AGRICOLE,BANK OF MONTREAL,,,,,,,
28-Mar-23,STADSHYPOTEK,ZL8924801 CORP,EUR,1000,1.08382,1083.57,3.125,Fixed,4-Apr-28,99.977,MS+20a,MS+16,3.130%,,Aaa,NR,NR,IG,No,Yes,No,RegS only,,Western Europe,SWEDEN,Financial,Banking,"BAR, HSBC, SG, NOM, SVENSK",,Yes,,,No,MC,,Yes,No,No,No,No,No,No,No,No,No,No,13621281,BARCLAYS,HSBC,SOCIETE GENERALE,NOMURA,SVENSKA HANDELSBANKEN,,,,,,,,
28-Mar-23,ANZ BANK,ZL8913655 CORP,EUR,1500,1.08382,1625.73,3.437,Fixed,4-Apr-25,100,MS+18a,MS+15,3.437%,,Aaa,NR,AAA,IG,No,Yes,No,RegS only,,Japan/Australia/New Zealand,AUSTRALIA,Financial,Banking,"UBS, SG, DZ, NATWES, ANZ",,Yes,,,No,MC,,No,No,No,No,No,No,No,No,No,No,No,13621264,UBS,SOCIETE GENERALE,DZ BANK,NATWEST MARKETS,ANZ,,,,,,,,
27-Mar-23,CIBC,ZL8687457 CORP,EUR,1500,1.08067,1614.31,3.25,Fixed,31-Mar-27,99.587,MS+35a,MS+33,3.362%,,Aaa,NR,AAA,IG,No,Yes,No,RegS only,,North America,CANADA,Financial,Banking,"HSBC, LBBW, NAT, CIBC, DAN",,Yes,"Geography: Germany/Austria 45.00%, UK/Ireland 25.00%, Nordics 13.00%, Switzerland 9.00%, France 4.00%, Others 4.00%.
Investor Type: Banks/Private Banks 49.00%, Central Banks/Official Institutions 27.00%, Asset Managers/Fund Managers 20.00%, Insurers/Pension Funds 4.00%.",,No,MC,,No,No,No,No,No,No,No,No,No,No,No,13621002,HSBC,LBBW,NATIXIS,CIBC,DANSKE BANK,,,,,,,,
9-Mar-23,LANDSBANKINN HF,ZL4436909 CORP,EUR,300,1.05844,316.68,4.25,Fixed,16-Mar-28,99.731,MS+90a,MS+90,4.311%,,NR,A,NR,IG,No,Yes,No,RegS only,,Western Europe,ICELAND,Financial,Banking,"BAR, UBS, NAT",,Yes,,,No,XC,,No,No,No,No,No,No,No,No,No,No,No,13611570,BARCLAYS,UBS,NATIXIS,,,,,,,,,,
9-Mar-23,CAFFIL,ZL5088733 CORP,EUR,750,1.05844,792.99,3.5,Fixed,16-Mar-32,99.894,MS+30a,MS+27,3.514%,,Aaa,AA+,NR,IG,No,Yes,No,RegS only,,Western Europe,FRANCE,Financial,Financial Services,"C, ING, CMZB, LBBW, NAT",,Yes,"Geography: Austria/Germany 43.00%, France 29.00%, Nordics 13.00%, Benelux 6.00%, UK/Ireland 5.00%, Asia 3.00%, Others 1.00%.
Investor Type: Banks 59.00%, Investment Managers 17.00%, Insurers 13.00%, Central Banks/Official Institutions 11.00%.",,No,PC,,No,No,No,No,No,No,No,No,No,No,No,13611535,CITIGROUP,ING,COMMERZBANK,LBBW,NATIXIS,,,,,,,,
8-Mar-23,WESTPAC NZ,ZL4903619 CORP,EUR,750,1.05495,788.25,3.75,Fixed,20-Apr-28,99.626,MS+50a,MS+44,3.831%,,Aaa,NR,AAA,IG,No,Yes,No,RegS only,,Japan/Australia/New Zealand,NEW ZEALAND,Financial,Banking,"C, HSBC, UBS, WPAC",,Yes,"Geography: Germany/Austria 44.00%, UK/Ireland 17.00%, Nordics 16.00%, France 9.00%, Europe other 6.00%, Benelux 5.00%, Switzerland 2.00%, APAC 1.00%.
Investor Type: Banks/Financial Institutions 49.00%, Asset Managers 19.00%, Central Banks/Official Institutions 15.00%, Insurers/Pension Funds 15.00%, Others 2.00%.",,No,MC,,No,No,No,No,No,No,No,No,No,No,No,13611346,CITIGROUP,HSBC,UBS,WESTPAC,,,,,,,,,
8-Mar-23,NATIONWIDE BS,ZL4714792 CORP,EUR,1000,1.05495,1053.72,3.625,Fixed,15-Mar-28,99.883,MS+28a,MS+24,3.651%,,NR,AAA,AAA,IG,No,Yes,No,RegS only,,Western Europe,UNITED KINGDOM,Financial,Banking,"BNP, HSBC, UBS, LBBW, NDLB",,Yes,"Geography: Germany/Austria 46.00%, UK 27.00%, Benelux 8.00%, Nordics 7.00%, Europe other 5.00%, Switzerland 4.00%, APAC 3.00%.
Investor Type: Banks/Public Banks 61.00%, Asset Managers 24.00%, Central Banks/Official Institutions 14.00%, Insurers/Pension Funds 1.00%.",,No,XC,,No,No,No,No,No,No,No,No,No,No,No,13611295,BNP PARIBAS,HSBC,UBS,LBBW,NORDDEUTSCHE LB,,,,,,,,
8-Mar-23,MORTGAGE SOCIETY OF FINLAND,ZL3911605 CORP,EUR,300,1.05495,315.28,3.625,Fixed,15-Sep-28,99.619,MS+32a,MS+32,3.706%,,NR,AAA,NR,IG,No,Yes,No,RegS only,,Western Europe,FINLAND,Financial,Banking,"DEKA, NOR, NAT, DAN",,Yes,"Geography: Finland 29.00%, Germany 20.00%, Denmark 17.00%, UK 12.00%, Norway 10.00%, France 6.00%, Luxembourg 3.00%, Europe other 2.00%, Sweden 1.00%.
Investor Type: Central Banks/Official Institutions 42.00%, Banks 30.00%, Asset Managers/Fund Managers 28.00%.",,No,MC,,No,No,No,No,No,No,No,No,No,No,No,13611281,DEKA,NORDEA,NATIXIS,DANSKE BANK,,,,,,,,,
7-Mar-23,RAIFFEISEN BANK,ZL4441545 CORP,EUR,500,1.05493,525.86,3.875,Fixed,16-Mar-26,99.695,MS+40a,MS+34,3.985%,,Aa1,NR,NR,IG,No,Yes,No,RegS only,,Western Europe,AUSTRIA,Financial,Banking,"DB, CMZB, UNICR, DZ, NAT, RBINT",,Yes,,,No,,,No,No,No,No,No,No,No,No,No,No,No,13610933,DEUTSCHE BANK,COMMERZBANK,UNICREDIT,DZ BANK,NATIXIS,RAIFFEISEN BANK INTERNATIONAL,,,,,,,
7-Mar-23,ALANDSBANKEN,ZL4439416 CORP,EUR,250,1.05493,263.68,3.875,Fixed,16-Mar-26,99.981,MS+23a,MS+22,3.882%,,NR,AAA,NR,IG,No,Yes,No,RegS only,,Western Europe,FINLAND,Financial,Banking,"LBBW, NOR, SWBK",,Yes,,,No,MC,,No,No,No,No,No,No,No,No,No,No,No,13610912,LBBW,NORDEA,SWEDBANK,,,,,,,,,,
6-Mar-23,TORONTO-DOMINION BANK,ZL4424855 CORP,EUR,3500,1.06866,3740.31,3.879,Fixed,13-Mar-26,100,MS+25a,MS+22,3.879%,,Aaa,NR,NR,IG,No,Yes,No,RegS only,,North America,CANADA,Financial,Banking,"BBVA, DB, ING, TD, CA, SAN",,Yes,,,No,,,No,No,No,No,No,No,No,No,No,No,No,13610598,BBVA,DEUTSCHE BANK,ING,TORONTO DOMINION,CREDIT AGRICOLE,SANTANDER,,,,,,,
6-Mar-23,TORONTO-DOMINION BANK,ZL4424871 CORP,EUR,1500,1.06866,1602.99,3.715,Fixed,13-Mar-30,100,MS+43a,MS+40,3.715%,,Aaa,NR,NR,IG,No,Yes,No,RegS only,,North America,CANADA,Financial,Banking,"BBVA, DB, ING, TD, CA, SAN",,Yes,,,No,,,No,No,No,No,No,No,No,No,No,No,No,13610599,BBVA,DEUTSCHE BANK,ING,TORONTO DOMINION,CREDIT AGRICOLE,SANTANDER,,,,,,,
6-Mar-23,CFF,ZL4423527 CORP,EUR,1750,1.06866,1853.75,3.375,Fixed,16-Sep-31,99.123,MS+31a,MS+26,3.498%,,Aaa,AAA,NR,IG,No,Yes,No,RegS only,,Western Europe,FRANCE,Financial,Banking,"ABN, HSBC, BAYERN, CMZB, NAT, RABO, SEB AB, CAIXAB",,Yes,"Geography: Germany/Switzerland 38.00%, Nordics 18.00%, UK/Ireland 16.00%, France 13.00%, Benelux 6.00%, Southern Europe 6.00%, Others 3.00%.
Investor Type: Banks/Public Banks 46.00%, Asset Managers 30.00%, Insurers/Pension Funds 12.00%, Central Banks/Official Institutions 12.00%.",,No,xc,,No,No,No,No,No,No,No,No,No,No,No,13610547,ABN AMRO,HSBC,BAYERNLB,COMMERZBANK,NATIXIS,RABOBANK,SEB AB,CAIXABANK,,,,,
28-Feb-23,HSBC BANK CANADA,ZL3198484 CORP,EUR,1000,1.05769,1052.52,3.625,Fixed,7-Mar-28,99.511,MS+35a,MS+32,3.734%,,Aaa,NR,AAA,IG,No,Yes,No,RegS only,,North America,CANADA,Financial,Banking,"HSBC, CMZB, RBC, NAT, RABO, CIBC, DAN, SCOTIA, BK MON",,Yes,"Geography: DACH 34.00%, Asia 26.00%, UK/Ireland 17.00%, Nordics 7.00%, France 6.00%, Europe other 6.00%, Benelux 4.00%.
Investor Type: Banks/Private Banks 36.00%, Central Banks/Official Institutions 35.00%, Fund Managers 27.00%, Insurers/Pension Funds 2.00%.",,No,MC,,No,No,No,No,No,No,No,No,No,No,No,13603171,HSBC,COMMERZBANK,RBC,NATIXIS,RABOBANK,CIBC,DANSKE BANK,SCOTIABANK,BANK OF MONTREAL,,,,
28-Feb-23,BERLIN HYP,ZL3192685 CORP,EUR,750,1.05769,793.01,3.375,Fixed,7-Mar-28,99.968,MS+4a,MS+1,3.382%,,Aaa,NR,NR,IG,No,Yes,No,RegS only,,Western Europe,GERMANY,Financial,Banking,"C, HSBC, UBS, CMZB, LBBW",,Yes,"Geography: Germany 76.20%, Asia 6.70%, Switzerland 4.10%, Nordics 4.00%, Austria 2.90%, Southern Europe 2.30%, Benelux 1.60%, France 1.40%, Others 0.80%.
Investor Type: Banks 71.60%, Central Banks/Agency 16.70%, Funds 10.10%, Insurers/Pension Funds 1.60%.",,No,MC,,No,No,No,No,No,No,No,No,No,No,No,13603068,CITIGROUP,HSBC,UBS,COMMERZBANK,LBBW,,,,,,,,
21-Feb-23,BCO SABADELL,ZL2087720 CORP,EUR,1000,1.06517,1061.89,3.5,Fixed,28-Aug-26,99.692,MS+32a,MS+25,3.60%,,Aa1,NR,NR,IG,No,Yes,No,RegS only,,Western Europe,SPAIN,Financial,Banking,"BAR, JPM, CMZB, UNICR, NAT, SABADE",,Yes,,,No,MC,,No,No,No,No,No,No,No,No,No,No,No,13601828,BARCLAYS,JP MORGAN,COMMERZBANK,UNICREDIT,NATIXIS,BCO SABADELL,,,,,,,
21-Feb-23,NN GROUP NV,ZL1830930 CORP,EUR,750,1.06517,796.03,3.25,Fixed,28-May-27,99.644,MS+14a,MS+10,3.344%,,NR,AAA,NR,IG,No,Yes,No,RegS only,,Western Europe,NETHERLANDS,Financial,Banking,"ABN, HSBC, DB, SG, LBBW, RABO",,Yes,"Geography: Austria/Germany/Switzerland 43.00%, Benelux 29.00%, Southern Europe 9.00%, Nordics 8.00%, France 6.00%, UK/Ireland 4.00%, Middle East 1.00%.
Investor Type: Asset Managers/Fund Managers 41.00%, Central Banks/Official Institutions 35.00%, Banks/Public 15.00%, Insurers/Pension Funds 9.00%.",,No,MC,,Yes,No,No,No,No,No,No,No,No,No,No,13601768,ABN AMRO,HSBC,DEUTSCHE BANK,SOCIETE GENERALE,LBBW,RABOBANK,,,,,,,
20-Feb-23,CREDIT AGRICOLE HL SFH,ZL1814223 CORP,EUR,1000,1.06832,1066.96,3.25,Fixed,28-Sep-26,99.873,MS+8a,MS+3,3.292%,,Aaa,AAA,AAA,IG,No,Yes,No,RegS only,,Western Europe,FRANCE,Financial,Banking,"DB, CA, DZ, NAT, ERST, SAN",,Yes,"4-year Geography: DACH 48.00%, France 15.00%, Nordics 15.00%, Southern Europe 9.00%, Benelux 6.00%, Others 4.00%, UK/Ireland 3.00%.
Investor Type: Banks/Private Banks 34.00%, Central Banks/Official Institutions 32.00%, Asset Managers 26.00%, Insurers 8.00%.",,No,MC,,No,No,No,No,No,No,No,No,No,No,No,13601511,DEUTSCHE BANK,CREDIT AGRICOLE,DZ BANK,NATIXIS,ERSTE BANK,SANTANDER,,,,,,,
20-Feb-23,CREDIT AGRICOLE HL SFH,ZL1814231 CORP,EUR,1000,1.06832,1064.9,3.25,Fixed,28-Sep-32,99.68,MS+33a,MS+29,3.291%,,Aaa,AAA,AAA,IG,No,Yes,No,RegS only,,Western Europe,FRANCE,Financial,Banking,"DB, CA, DZ, NAT, ERST, SAN",,Yes,"10-year Geography: DACH 34.00%, France 32.00%, Benelux 12.00%, UK/Ireland 10.00%, Nordics 7.00%, Southern Europe 5.00%.
Investor Type: Banks/Private Banks 50.00%, Asset Managers 35.00%, Central Banks/Official Institutions 11.00%, Insurers 4.00%.",,No,MC,,No,No,No,No,No,No,No,No,No,No,No,13601512,DEUTSCHE BANK,CREDIT AGRICOLE,DZ BANK,NATIXIS,ERSTE BANK,SANTANDER,,,,,,,
20-Feb-23,SEB AB,ZL1815105 CORP,EUR,1500,1.06832,1602.08,3.25,Fixed,4-May-28,99.975,MS+19a,MS+15,3.257%,,Aaa,NR,NR,IG,No,Yes,No,RegS only,,Western Europe,SWEDEN,Financial,Banking,"DB, ING, NOM, CA, SEB AB",,Yes,,,No,MC,,No,No,No,No,No,No,No,No,No,No,No,13601506,DEUTSCHE BANK,ING,NOMURA,CREDIT AGRICOLE,SEB AB,,,,,,,,
16-Feb-23,RAIFFEISENVERBAND SALZBURG,ZL0991584 CORP,EUR,325,1.06656,345.56,3.375,Fixed,24-Feb-28,99.692,MS+34a,MS+33,3.443%,,Aaa,NR,NR,IG,No,Yes,No,RegS only,,Western Europe,AUSTRIA,Financial,Financial Services,"UNICR, LBBW, DZ, ERST, RBINT",,Yes,"Geography: Austria 41.00%, Germany 34.00%, Benelux 12.00%, UK/Ireland 7.00%, Nordics 6.00%.
Investor Type: Banks 64.00%, Central Banks/Official Institutions 24.00%, Corporates 6.00%, Asset Managers 4.00%, Insurers 2.00%.",,No,MC,,No,No,No,No,No,No,No,No,No,No,No,13601096,UNICREDIT,LBBW,DZ BANK,ERSTE BANK,RAIFFEISEN BANK INTERNATIONAL,,,,,,,,
15-Feb-23,OBERBANK,ZL0746848 CORP,EUR,250,1.0692,265.67,3.25,Fixed,23-Aug-30,99.392,MS+37a,MS+33,3.345%,,NR,AAA,NR,IG,No,Yes,No,RegS only,,Western Europe,AUSTRIA,Financial,Banking,"CMZB, ERST, RBINT, HEL",,Yes,"Geography: Austria 41.00%, Germany 35.00%, Benelux 12.00%, Nordics 9.00%, CEE 3.00%.
Investor Type: Banks 52.00%, Official Institutions 28.00%, Funds 15.00%, Insurers 5.00%.",,No,MC,,No,No,No,No,No,No,No,No,No,No,No,13600784,COMMERZBANK,ERSTE BANK,RAIFFEISEN BANK INTERNATIONAL,HELABA,,,,,,,,,
15-Feb-23,WUESTENROT BAUSPARKASSE,ZL0685921 CORP,EUR,500,1.0692,533.74,3.125,Fixed,22-Feb-30,99.839,MS+14a,MS+14,3.151%,,NR,AAA,NR,IG,No,Yes,No,RegS only,,Western Europe,GERMANY,Financial,Banking,"CMZB, UNICR, LBBW, DZ, HEL",,Yes,,,No,MC,,No,No,No,No,No,No,No,No,No,No,No,13600699,COMMERZBANK,UNICREDIT,LBBW,DZ BANK,HELABA,,,,,,,,
14-Feb-23,UNICREDIT BANK AUSTRIA,ZL0423976 CORP,EUR,750,1.0735,801.31,3.125,Fixed,21-Sep-29,99.526,MS+28a,MS+26,3.208%,,Aaa,NR,NR,IG,No,Yes,No,RegS only,,Western Europe,AUSTRIA,Financial,Banking,"CMZB, UNICR, LBBW, NOR, RBINT, CAIXAB",,Yes,"Geography: Germany 43.00%, Austria 18.00%, Benelux 14.00%, Nordics 9.00%, Southern Europe 6.00%, France 5.00%, Switzerland 4.00%, UK 1.00%.
Investor Type: Banks 66.00%, Funds 17.00%, Central Banks/Official Institutions 15.00%, Others 2.00%.",,No,MC,,Yes,No,No,No,No,No,No,No,No,No,No,13600471,COMMERZBANK,UNICREDIT,LBBW,NORDEA,RAIFFEISEN BANK INTERNATIONAL,CAIXABANK,,,,,,,
14-Feb-23,KBC,ZL0647897 CORP,EUR,1000,1.0735,1072.47,3.125,Fixed,22-Feb-27,99.904,MS+11a,MS+6,3.151%,,Aaa,NR,AAA,IG,No,Yes,No,RegS only,,Western Europe,BELGIUM,Financial,Banking,"C, BAYERN, DZ, NAT, KBC, SAN",,Yes,,,No,MC,,No,No,No,No,No,No,No,No,No,No,No,13600470,CITIGROUP,BAYERNLB,DZ BANK,NATIXIS,KBC BANK,SANTANDER,,,,,,,
14-Feb-23,NORD LB,ZL0455580 CORP,EUR,500,1.0735,535.54,3.125,Fixed,20-Feb-26,99.775,MS+3a,MS-1,3.205%,,Aa1,NR,NR,IG,No,Yes,No,RegS only,,Western Europe,GERMANY,Financial,Banking,"UBS, UNICR, NDLB, DZ, NAT",,Yes,,,No,MC,,No,No,No,No,No,No,No,No,No,No,No,13600469,UBS,UNICREDIT,NORDDEUTSCHE LB,DZ BANK,NATIXIS,,,,,,,,
13-Feb-23,SG SFH,ZL0385274 CORP,EUR,750,1.07301,803.31,3.125,Fixed,24-Feb-26,99.82,MS+5a,MS-1,3.189%,,Aaa,NR,AAA,IG,No,Yes,No,RegS only,,Western Europe,FRANCE,Financial,Banking,"ABN, SG, CA, LBBW, MED, ERST, SAN, SEB AB, HEL",,Yes,"3-year Geography: Austria/Germany/Switzerland 41.00%, Nordics 19.00%, France 17.00%, Southern Europe 10.00%, UK/Ireland 5.00%, Benelux 5.00%, Others 3.00%.
Investor Type: Banks/Private Banks 50.00%, Asset Managers 27.00%, Central Banks/Official Institutions 18.00%, Insurers/Pension Funds 5.00%.",,No,MC,,No,No,No,No,No,No,No,No,No,No,No,13600295,ABN AMRO,SOCIETE GENERALE,CREDIT AGRICOLE,LBBW,MEDIOBANCA,ERSTE BANK,SANTANDER,SEB AB,HELABA,,,,
13-Feb-23,SG SFH,ZL0385340 CORP,EUR,1500,1.07301,1604.91,3.125,Fixed,24-Feb-32,99.714,MS+31a,MS+27,3.162%,,Aaa,NR,AAA,IG,No,Yes,No,RegS only,,Western Europe,FRANCE,Financial,Banking,"ABN, SG, CA, LBBW, MED, ERST, SAN, SEB AB, HEL",,Yes,"9-year Geography: Austria/Germany/Switzerland 34.00%, France 32.00%, Benelux 14.00%, UK/Ireland 7.00%, Nordics 6.00%, Southern Europe 5.00%, Others 2.00%.
Investor Type: Banks/Public Banks 55.00%, Asset Managers 27.00%, Central Banks/Official Institutions 16.00%, Insurers/Pension Funds 2.00%.",,No,MC,,No,No,No,No,No,No,No,No,No,No,No,13600296,ABN AMRO,SOCIETE GENERALE,CREDIT AGRICOLE,LBBW,MEDIOBANCA,ERSTE BANK,SANTANDER,SEB AB,HELABA,,,,
13-Feb-23,CREDIT MUTUEL HOME LOAN SFH,ZL0389979 CORP,EUR,1750,1.07301,1873.34,3.125,Fixed,22-Jun-27,99.764,MS+19a,MS+15,3.187%,,Aaa,AAA,AAA,IG,No,Yes,No,RegS only,,Western Europe,FRANCE,Financial,Banking,"CS, HSBC, NATWES, DAN",,Yes,"4-year Geography: DACH 36.00%, France 26.00%, UK/Ireland 12.00%, Italy 8.00%, Benelux 8.00%, Nordics 6.00%, Others 4.00%.
Investor Type: Banks/Private Banks 47.00%, Asset Managers/Fund Managers 30.00%, Central Banks/Official Institutions 19.00%, Insurers/Pension Funds 4.00%.",,No,MC,,No,No,No,No,No,No,No,No,No,No,No,13600293,CREDIT SUISSE,HSBC,NATWEST MARKETS,DANSKE BANK,,,,,,,,,
13-Feb-23,CREDIT MUTUEL HOME LOAN SFH,ZL0389995 CORP,EUR,750,1.07301,798.99,3.125,Fixed,22-Feb-33,99.283,MS+35a,MS+32,3.21%,,Aaa,AAA,AAA,IG,No,Yes,No,RegS only,,Western Europe,FRANCE,Financial,Banking,"CS, HSBC, NATWES, DAN",,Yes,"10-year Geography: DACH 41.00%, Benelux 19.00%, France 18.00%, Italy 8.00%, Nordics 7.00%, UK/Ireland 5.00%, Others 2.00%.
Investor Type: Banks/Private Banks 51.00%, Asset Managers/Fund Managers 24.00%, Insurers/Pension Funds 15.00%, Central Banks/Official Institutions 10.00%.",,No,MC,,No,No,No,No,No,No,No,No,No,No,No,13600294,CREDIT SUISSE,HSBC,NATWEST MARKETS,DANSKE BANK,,,,,,,,,
13-Feb-23,NORDEA BANK,ZL0386231 CORP,EUR,1000,1.07301,1068.41,3,Fixed,20-Feb-30,99.571,MS+18a,MS+16,3.069%,,Aaa,NR,NR,IG,No,Yes,No,RegS only,,Western Europe,SWEDEN,Financial,Banking,"BAR, HSBC, LBBW, NOR, NAT",,Yes,,,No,MC,,No,No,No,No,No,No,No,No,No,No,No,13600289,BARCLAYS,HSBC,LBBW,NORDEA,NATIXIS,,,,,,,,
13-Feb-23,UNICREDIT BANK AG,ZL0048278 CORP,EUR,1250,1.07301,1338.54,3.125,Fixed,20-Aug-25,99.797,MS-2a,MS-7,3.216%,,Aaa,NR,NR,IG,No,Yes,No,RegS only,,Western Europe,GERMANY,Financial,Banking,"ABN, BAYERN, UNICR, CA, DZ",,Yes,,,No,MC,,No,No,No,No,No,No,No,No,No,No,No,13600283,ABN AMRO,BAYERNLB,UNICREDIT,CREDIT AGRICOLE,DZ BANK,,,,,,,,
10-Feb-23,CRH,ZL0037487 CORP,EUR,1250,1.06992,1332.09,3.125,Fixed,23-Feb-33,99.603,MS+33a,MS+28,3.172%,,Aaa,NR,AAA,IG,No,Yes,No,RegS only,,Western Europe,FRANCE,Financial,Banking,"BAR, HSBC, SG, CMZB, LBBW, NAT",,Yes,"Geography: Germany/Austria 48.00%, France 22.00%, Benelux 9.00%, Nordics 8.00%, Southern Europe 6.00%, UK 5.00%, Switzerland 2.00%.
Investor Type: Banks 46.00%, Asset Managers 28.00%, Central Banks/Official Institutions 20.00%, Insurers/Pension Funds 6.00%.",,No,MC,,No,No,No,No,No,No,No,No,No,No,No,13584572,BARCLAYS,HSBC,SOCIETE GENERALE,COMMERZBANK,LBBW,NATIXIS,,,,,,,
9-Feb-23,CAJAMAR CAJA RURAL,ZM9442868 CORP,EUR,750,1.07406,804.09,3.375,Fixed,16-Feb-28,99.819,MS+60a,MS+50,3.415%,,NR,AA,NR,IG,No,Yes,No,RegS only,,Western Europe,SPAIN,Financial,Banking,"HSBC, UBS, CA, NAT, SAN",,Yes,,,No,MC,,No,No,No,No,No,No,No,No,No,No,No,13584481,HSBC,UBS,CREDIT AGRICOLE,NATIXIS,SANTANDER,,,,,,,,
9-Feb-23,BPCE SFH,ZM9724463 CORP,EUR,1500,1.07406,1605.5,3,Fixed,17-Oct-29,99.653,MS+28a,MS+23,3.06%,,Aaa,AAA,NR,IG,No,Yes,No,RegS only,,Western Europe,FRANCE,Financial,Banking,"BBVA, GS, DB, UNICR, NDLB, NATWES, SWBK, NAT",,Yes,,,No,MC,,No,No,No,No,No,No,No,No,No,No,No,13584459,BBVA,GOLDMAN SACHS,DEUTSCHE BANK,UNICREDIT,NORDDEUTSCHE LB,NATWEST MARKETS,SWEDBANK,NATIXIS,,,,,
8-Feb-23,ING,ZM9424023 CORP,EUR,2000,1.07164,2135.48,3,Fixed,15-Feb-26,99.636,MS+4a,MS-2,3.129%,,Aaa,AAA,AAA,IG,No,Yes,No,RegS only,,Western Europe,NETHERLANDS,Financial,Banking,"ING, BAYERN, DZ, NAT, ERST, SAN, DAN, SCOTIA",,Yes,"3-year Geography: DACH 50.00%, Nordics 15.00%, Benelux 14.00%, Southern Europe 9.00%, Middle East/Asia 5.00%, France 4.00%, UK/Ireland 3.00%.
Investor Type: Banks/Private Banks 44.00%, Asset Managers 26.00%, Central Banks/Official Institutions 24.00%, Insurers/Pension Funds 5.00%, Others 1.00%.",,No,"Dutch legislative covered bond, MC",,No,No,No,No,No,No,No,No,No,No,No,13584264,ING,BAYERNLB,DZ BANK,NATIXIS,ERSTE BANK,SANTANDER,DANSKE BANK,SCOTIABANK,,,,,
8-Feb-23,ING,ZM9424080 CORP,EUR,2000,1.07164,2125.45,3,Fixed,15-Feb-33,99.168,MS+23a,MS+19,3.098%,,Aaa,AAA,AAA,IG,No,Yes,No,RegS only,,Western Europe,NETHERLANDS,Financial,Banking,"ING, BAYERN, DZ, NAT, ERST, SAN, DAN, SCOTIA",,Yes,"10-year Geography: DACH 53.00%, Benelux 23.00%, Southern Europe 8.00%, Nordics 8.00%, France 5.00%, UK/Ireland 2.00%, Middle East/Asia 1.00%.
Investor Type: Banks/Private Banks 55.00%, Asset Managers 17.00%, Central Banks/Official Institutions 17.00%, Insurers/Pension Funds 9.00%, Others 2.00%.",,No,"Dutch legislative covered bond, MC",,No,No,No,No,No,No,No,No,No,No,No,13584265,ING,BAYERNLB,DZ BANK,NATIXIS,ERSTE BANK,SANTANDER,DANSKE BANK,SCOTIABANK,,,,,
